Formulation	DrugName	SubCat	SubCat1
Tablet	Cetrizine	Antihistamine	PPI
Capsule	Metformin	Antacid	Penicillin
Injection	Paracetamol	Antipyretic	Salicylate
Syrup	Omeprazole	Antipyretic	Penicillin
Ointment	Metformin	Painkiller	NSAID
Syrup	Paracetamol	Antipyretic	Penicillin
Capsule	Amoxicillin	Antibiotic	Salicylate
Ointment	Amoxicillin	Antihistamine	Salicylate
Capsule	Aspirin	Antacid	Penicillin
Ointment	Omeprazole	Antipyretic	PPI
Ointment	Paracetamol	Antibiotic	H1 Blocker
Tablet	Amoxicillin	Antacid	Salicylate
Capsule	Metformin	Antipyretic	NSAID
Tablet	Aspirin	Antibiotic	Penicillin
Syrup	Aspirin	Antibiotic	Penicillin
Injection	Omeprazole	Antihistamine	H1 Blocker
Injection	Omeprazole	Antacid	Salicylate
Injection	Cetrizine	Antipyretic	H1 Blocker
Tablet	Paracetamol	Antihistamine	H1 Blocker
Tablet	Metformin	Antacid	H1 Blocker
Tablet	Paracetamol	Painkiller	PPI
Injection	Aspirin	Antipyretic	NSAID
Capsule	Aspirin	Antibiotic	PPI
Tablet	Aspirin	Antacid	Penicillin
Tablet	Metformin	Antihistamine	PPI
Syrup	Metformin	Antihistamine	PPI
Tablet	Ibuprofen	Antihistamine	H1 Blocker
Syrup	Ibuprofen	Antacid	Salicylate
Tablet	Aspirin	Antihistamine	Penicillin
Tablet	Omeprazole	Antihistamine	NSAID
Capsule	Metformin	Antihistamine	Salicylate
Syrup	Omeprazole	Antihistamine	Penicillin
Ointment	Omeprazole	Antipyretic	PPI
Tablet	Cetrizine	Antacid	NSAID
Syrup	Amoxicillin	Antacid	PPI
Injection	Aspirin	Antihistamine	H1 Blocker
Tablet	Ibuprofen	Painkiller	NSAID
Syrup	Aspirin	Painkiller	NSAID
Syrup	Amoxicillin	Antipyretic	NSAID
Injection	Omeprazole	Antacid	H1 Blocker
Capsule	Ibuprofen	Antipyretic	PPI
Capsule	Cetrizine	Antacid	PPI
Capsule	Omeprazole	Antipyretic	PPI
Ointment	Paracetamol	Painkiller	Penicillin
Syrup	Cetrizine	Antibiotic	NSAID
Ointment	Metformin	Antibiotic	Penicillin
Syrup	Ibuprofen	Antacid	H1 Blocker
Syrup	Aspirin	Painkiller	NSAID
Capsule	Ibuprofen	Antihistamine	PPI
Tablet	Metformin	Antipyretic	Penicillin
Tablet	Metformin	Antacid	NSAID
Injection	Cetrizine	Painkiller	Penicillin
Syrup	Omeprazole	Antibiotic	PPI
Capsule	Amoxicillin	Antacid	PPI
Syrup	Cetrizine	Antihistamine	Salicylate
Syrup	Paracetamol	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antacid	NSAID
Injection	Ibuprofen	Antihistamine	NSAID
Ointment	Cetrizine	Painkiller	H1 Blocker
Capsule	Amoxicillin	Antipyretic	H1 Blocker
Tablet	Aspirin	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antihistamine	Penicillin
Capsule	Omeprazole	Antihistamine	H1 Blocker
Ointment	Aspirin	Antipyretic	NSAID
Ointment	Cetrizine	Antipyretic	Penicillin
Capsule	Cetrizine	Antibiotic	NSAID
Syrup	Cetrizine	Antipyretic	PPI
Tablet	Metformin	Antipyretic	H1 Blocker
Tablet	Metformin	Painkiller	Salicylate
Tablet	Aspirin	Antibiotic	Salicylate
Tablet	Ibuprofen	Antacid	Salicylate
Syrup	Metformin	Antibiotic	NSAID
Tablet	Metformin	Antacid	PPI
Syrup	Omeprazole	Antihistamine	PPI
Ointment	Paracetamol	Antacid	NSAID
Syrup	Omeprazole	Antihistamine	PPI
Ointment	Ibuprofen	Painkiller	Penicillin
Injection	Omeprazole	Painkiller	NSAID
Capsule	Paracetamol	Antipyretic	PPI
Tablet	Omeprazole	Antacid	NSAID
Tablet	Cetrizine	Antipyretic	Penicillin
Tablet	Paracetamol	Painkiller	NSAID
Syrup	Paracetamol	Antipyretic	Salicylate
Syrup	Metformin	Antipyretic	PPI
Tablet	Cetrizine	Painkiller	Penicillin
Capsule	Amoxicillin	Painkiller	Penicillin
Ointment	Metformin	Painkiller	NSAID
Syrup	Aspirin	Antipyretic	PPI
Capsule	Metformin	Antipyretic	H1 Blocker
Capsule	Metformin	Antihistamine	H1 Blocker
Ointment	Metformin	Antipyretic	NSAID
Ointment	Amoxicillin	Antacid	Salicylate
Injection	Cetrizine	Antacid	Penicillin
Injection	Amoxicillin	Antacid	Salicylate
Ointment	Paracetamol	Painkiller	NSAID
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Painkiller	PPI
Ointment	Amoxicillin	Antacid	NSAID
Injection	Aspirin	Painkiller	Salicylate
Ointment	Omeprazole	Painkiller	H1 Blocker
Capsule	Omeprazole	Antacid	NSAID
Tablet	Ibuprofen	Antihistamine	Penicillin
Injection	Amoxicillin	Antipyretic	H1 Blocker
Injection	Omeprazole	Antibiotic	Salicylate
Syrup	Omeprazole	Antacid	Penicillin
Ointment	Aspirin	Antacid	PPI
Injection	Paracetamol	Antipyretic	H1 Blocker
Capsule	Paracetamol	Antibiotic	PPI
Syrup	Omeprazole	Antacid	PPI
Capsule	Omeprazole	Antacid	Penicillin
Syrup	Metformin	Antibiotic	PPI
Syrup	Cetrizine	Antihistamine	H1 Blocker
Capsule	Aspirin	Antipyretic	PPI
Tablet	Paracetamol	Antihistamine	H1 Blocker
Injection	Metformin	Antihistamine	Salicylate
Tablet	Aspirin	Antacid	PPI
Syrup	Ibuprofen	Painkiller	Penicillin
Injection	Ibuprofen	Painkiller	Penicillin
Syrup	Omeprazole	Antihistamine	PPI
Tablet	Omeprazole	Antipyretic	Salicylate
Syrup	Amoxicillin	Antacid	PPI
Syrup	Metformin	Antipyretic	H1 Blocker
Syrup	Aspirin	Antacid	Salicylate
Tablet	Ibuprofen	Antibiotic	NSAID
Ointment	Paracetamol	Antihistamine	Salicylate
Tablet	Cetrizine	Antibiotic	Salicylate
Injection	Ibuprofen	Antipyretic	NSAID
Syrup	Amoxicillin	Antibiotic	PPI
Syrup	Metformin	Painkiller	Penicillin
Ointment	Ibuprofen	Painkiller	NSAID
Ointment	Paracetamol	Antacid	H1 Blocker
Tablet	Paracetamol	Antibiotic	Salicylate
Tablet	Amoxicillin	Painkiller	Penicillin
Ointment	Omeprazole	Antihistamine	Salicylate
Injection	Metformin	Antipyretic	NSAID
Ointment	Aspirin	Antacid	NSAID
Syrup	Omeprazole	Antipyretic	PPI
Tablet	Paracetamol	Antipyretic	Salicylate
Ointment	Ibuprofen	Painkiller	NSAID
Tablet	Metformin	Antibiotic	Penicillin
Injection	Amoxicillin	Antipyretic	NSAID
Ointment	Cetrizine	Antipyretic	H1 Blocker
Injection	Paracetamol	Painkiller	Salicylate
Tablet	Aspirin	Antacid	Penicillin
Capsule	Cetrizine	Painkiller	H1 Blocker
Ointment	Amoxicillin	Antihistamine	PPI
Ointment	Omeprazole	Antipyretic	Salicylate
Tablet	Metformin	Painkiller	NSAID
Capsule	Ibuprofen	Antipyretic	PPI
Syrup	Paracetamol	Antibiotic	PPI
Tablet	Omeprazole	Antihistamine	PPI
Injection	Cetrizine	Painkiller	PPI
Tablet	Aspirin	Antihistamine	Salicylate
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Paracetamol	Antipyretic	Salicylate
Ointment	Amoxicillin	Painkiller	H1 Blocker
Syrup	Omeprazole	Antihistamine	PPI
Capsule	Paracetamol	Painkiller	H1 Blocker
Syrup	Omeprazole	Antipyretic	PPI
Tablet	Omeprazole	Antacid	Salicylate
Tablet	Ibuprofen	Antacid	NSAID
Tablet	Cetrizine	Antipyretic	Salicylate
Injection	Aspirin	Antipyretic	PPI
Injection	Aspirin	Antibiotic	Salicylate
Injection	Ibuprofen	Antihistamine	Penicillin
Injection	Omeprazole	Antipyretic	PPI
Syrup	Omeprazole	Antibiotic	PPI
Syrup	Cetrizine	Antacid	PPI
Ointment	Ibuprofen	Antibiotic	Salicylate
Tablet	Cetrizine	Antihistamine	Penicillin
Injection	Amoxicillin	Antihistamine	PPI
Tablet	Amoxicillin	Antibiotic	H1 Blocker
Capsule	Ibuprofen	Antacid	NSAID
Tablet	Cetrizine	Painkiller	NSAID
Injection	Cetrizine	Antipyretic	H1 Blocker
Capsule	Cetrizine	Painkiller	PPI
Capsule	Ibuprofen	Antibiotic	Penicillin
Tablet	Ibuprofen	Antacid	Salicylate
Tablet	Amoxicillin	Antihistamine	Salicylate
Tablet	Cetrizine	Antibiotic	Salicylate
Injection	Amoxicillin	Antibiotic	NSAID
Syrup	Omeprazole	Antacid	NSAID
Syrup	Aspirin	Antibiotic	NSAID
Tablet	Aspirin	Antibiotic	Penicillin
Injection	Paracetamol	Antacid	Penicillin
Ointment	Paracetamol	Painkiller	PPI
Syrup	Omeprazole	Antibiotic	NSAID
Tablet	Amoxicillin	Antipyretic	PPI
Tablet	Ibuprofen	Antibiotic	Penicillin
Capsule	Metformin	Painkiller	PPI
Injection	Omeprazole	Antibiotic	Salicylate
Syrup	Metformin	Antihistamine	PPI
Injection	Aspirin	Antipyretic	NSAID
Capsule	Amoxicillin	Antihistamine	NSAID
Syrup	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antipyretic	PPI
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Omeprazole	Antipyretic	Salicylate
Tablet	Aspirin	Antibiotic	PPI
Tablet	Cetrizine	Antihistamine	Salicylate
Ointment	Cetrizine	Antipyretic	NSAID
Syrup	Metformin	Antacid	NSAID
Capsule	Omeprazole	Painkiller	H1 Blocker
Ointment	Ibuprofen	Antacid	H1 Blocker
Injection	Amoxicillin	Antipyretic	Penicillin
Capsule	Ibuprofen	Antacid	Salicylate
Capsule	Paracetamol	Painkiller	NSAID
Injection	Metformin	Antacid	Salicylate
Injection	Ibuprofen	Antihistamine	Salicylate
Capsule	Omeprazole	Antacid	NSAID
Ointment	Paracetamol	Antihistamine	NSAID
Syrup	Metformin	Painkiller	H1 Blocker
Ointment	Omeprazole	Antibiotic	Salicylate
Tablet	Aspirin	Antipyretic	NSAID
Syrup	Paracetamol	Antibiotic	Salicylate
Injection	Aspirin	Antibiotic	PPI
Ointment	Amoxicillin	Painkiller	NSAID
Tablet	Metformin	Painkiller	H1 Blocker
Ointment	Ibuprofen	Painkiller	H1 Blocker
Tablet	Metformin	Antibiotic	NSAID
Tablet	Amoxicillin	Antibiotic	Salicylate
Tablet	Aspirin	Antacid	PPI
Ointment	Ibuprofen	Antipyretic	H1 Blocker
Ointment	Aspirin	Antipyretic	H1 Blocker
Capsule	Metformin	Antipyretic	PPI
Ointment	Aspirin	Antihistamine	H1 Blocker
Tablet	Metformin	Painkiller	Salicylate
Tablet	Aspirin	Antibiotic	NSAID
Syrup	Paracetamol	Antibiotic	PPI
Tablet	Paracetamol	Painkiller	PPI
Syrup	Paracetamol	Painkiller	H1 Blocker
Ointment	Paracetamol	Painkiller	Penicillin
Injection	Metformin	Antihistamine	Salicylate
Injection	Aspirin	Antipyretic	PPI
Syrup	Paracetamol	Antipyretic	Salicylate
Tablet	Paracetamol	Painkiller	NSAID
Ointment	Paracetamol	Antihistamine	NSAID
Tablet	Aspirin	Antacid	PPI
Capsule	Omeprazole	Painkiller	NSAID
Injection	Paracetamol	Antacid	Penicillin
Tablet	Aspirin	Painkiller	Penicillin
Injection	Metformin	Antipyretic	NSAID
Syrup	Amoxicillin	Antipyretic	NSAID
Capsule	Omeprazole	Antacid	NSAID
Capsule	Metformin	Antacid	Penicillin
Ointment	Aspirin	Antacid	NSAID
Tablet	Cetrizine	Antibiotic	Penicillin
Capsule	Paracetamol	Painkiller	NSAID
Tablet	Cetrizine	Antibiotic	PPI
Injection	Omeprazole	Antipyretic	PPI
Tablet	Amoxicillin	Antipyretic	Salicylate
Ointment	Cetrizine	Antibiotic	NSAID
Syrup	Aspirin	Painkiller	PPI
Syrup	Paracetamol	Antihistamine	Penicillin
Capsule	Ibuprofen	Antacid	Salicylate
Tablet	Metformin	Antipyretic	H1 Blocker
Capsule	Paracetamol	Antacid	NSAID
Ointment	Cetrizine	Painkiller	H1 Blocker
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Injection	Aspirin	Antibiotic	Penicillin
Tablet	Cetrizine	Antipyretic	PPI
Tablet	Cetrizine	Antacid	NSAID
Capsule	Amoxicillin	Antipyretic	PPI
Ointment	Metformin	Antibiotic	NSAID
Ointment	Omeprazole	Antacid	PPI
Capsule	Aspirin	Antacid	NSAID
Injection	Metformin	Antacid	H1 Blocker
Injection	Omeprazole	Painkiller	H1 Blocker
Syrup	Aspirin	Antacid	Salicylate
Syrup	Omeprazole	Antipyretic	H1 Blocker
Tablet	Ibuprofen	Antacid	H1 Blocker
Capsule	Metformin	Antibiotic	NSAID
Tablet	Omeprazole	Antibiotic	H1 Blocker
Capsule	Omeprazole	Painkiller	H1 Blocker
Injection	Metformin	Antacid	Penicillin
Injection	Amoxicillin	Painkiller	PPI
Injection	Ibuprofen	Antipyretic	H1 Blocker
Injection	Aspirin	Painkiller	Penicillin
Syrup	Ibuprofen	Antacid	H1 Blocker
Ointment	Paracetamol	Antihistamine	Penicillin
Tablet	Ibuprofen	Antacid	H1 Blocker
Tablet	Aspirin	Antacid	Penicillin
Syrup	Aspirin	Antipyretic	H1 Blocker
Tablet	Metformin	Antipyretic	NSAID
Syrup	Amoxicillin	Antipyretic	H1 Blocker
Capsule	Paracetamol	Painkiller	NSAID
Tablet	Metformin	Antihistamine	PPI
Injection	Paracetamol	Antipyretic	H1 Blocker
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Syrup	Omeprazole	Painkiller	H1 Blocker
Injection	Omeprazole	Antipyretic	PPI
Capsule	Metformin	Antacid	Penicillin
Tablet	Metformin	Antibiotic	Penicillin
Capsule	Metformin	Antipyretic	Penicillin
Tablet	Ibuprofen	Antipyretic	Salicylate
Tablet	Aspirin	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Painkiller	PPI
Injection	Amoxicillin	Antibiotic	H1 Blocker
Tablet	Omeprazole	Antibiotic	H1 Blocker
Injection	Amoxicillin	Antibiotic	PPI
Capsule	Amoxicillin	Antibiotic	Penicillin
Syrup	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Aspirin	Antacid	PPI
Tablet	Ibuprofen	Antacid	H1 Blocker
Syrup	Paracetamol	Painkiller	Penicillin
Ointment	Paracetamol	Antihistamine	Salicylate
Tablet	Metformin	Antihistamine	H1 Blocker
Capsule	Metformin	Painkiller	PPI
Capsule	Ibuprofen	Antipyretic	PPI
Capsule	Amoxicillin	Antibiotic	NSAID
Syrup	Paracetamol	Painkiller	H1 Blocker
Injection	Metformin	Painkiller	NSAID
Tablet	Ibuprofen	Antibiotic	Penicillin
Capsule	Omeprazole	Antipyretic	Salicylate
Capsule	Cetrizine	Antacid	PPI
Ointment	Omeprazole	Antibiotic	Penicillin
Tablet	Metformin	Antibiotic	Penicillin
Syrup	Omeprazole	Antipyretic	Penicillin
Injection	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Paracetamol	Painkiller	NSAID
Ointment	Ibuprofen	Antipyretic	Salicylate
Syrup	Cetrizine	Painkiller	Salicylate
Capsule	Amoxicillin	Antibiotic	PPI
Injection	Omeprazole	Painkiller	NSAID
Injection	Cetrizine	Antibiotic	H1 Blocker
Injection	Amoxicillin	Painkiller	Penicillin
Ointment	Ibuprofen	Antacid	Salicylate
Tablet	Amoxicillin	Antibiotic	Penicillin
Injection	Paracetamol	Antihistamine	Salicylate
Injection	Cetrizine	Antipyretic	Salicylate
Capsule	Cetrizine	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antipyretic	PPI
Ointment	Aspirin	Antipyretic	NSAID
Ointment	Ibuprofen	Antihistamine	NSAID
Tablet	Cetrizine	Antacid	Salicylate
Capsule	Paracetamol	Antipyretic	Salicylate
Syrup	Ibuprofen	Antacid	Salicylate
Capsule	Aspirin	Antibiotic	NSAID
Injection	Amoxicillin	Antipyretic	Penicillin
Injection	Metformin	Antihistamine	PPI
Tablet	Amoxicillin	Painkiller	NSAID
Capsule	Amoxicillin	Painkiller	Penicillin
Tablet	Ibuprofen	Antibiotic	Penicillin
Injection	Ibuprofen	Antibiotic	Penicillin
Ointment	Omeprazole	Antihistamine	Penicillin
Capsule	Amoxicillin	Antibiotic	PPI
Capsule	Amoxicillin	Antacid	Salicylate
Tablet	Metformin	Antihistamine	H1 Blocker
Syrup	Paracetamol	Antibiotic	NSAID
Syrup	Metformin	Antibiotic	Salicylate
Tablet	Amoxicillin	Antacid	Salicylate
Tablet	Ibuprofen	Painkiller	NSAID
Ointment	Aspirin	Painkiller	NSAID
Ointment	Amoxicillin	Antibiotic	PPI
Syrup	Cetrizine	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antihistamine	PPI
Syrup	Metformin	Antacid	Penicillin
Syrup	Omeprazole	Antipyretic	Salicylate
Tablet	Amoxicillin	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	H1 Blocker
Tablet	Amoxicillin	Antipyretic	NSAID
Syrup	Paracetamol	Antacid	NSAID
Syrup	Cetrizine	Antihistamine	Penicillin
Capsule	Metformin	Painkiller	Salicylate
Capsule	Omeprazole	Antipyretic	NSAID
Ointment	Cetrizine	Antipyretic	NSAID
Capsule	Aspirin	Painkiller	PPI
Injection	Ibuprofen	Antacid	H1 Blocker
Tablet	Amoxicillin	Painkiller	H1 Blocker
Ointment	Metformin	Antacid	NSAID
Ointment	Aspirin	Antibiotic	PPI
Ointment	Metformin	Painkiller	NSAID
Injection	Omeprazole	Antibiotic	PPI
Ointment	Amoxicillin	Antipyretic	NSAID
Syrup	Omeprazole	Antacid	H1 Blocker
Ointment	Amoxicillin	Antacid	Penicillin
Capsule	Paracetamol	Antipyretic	PPI
Tablet	Metformin	Painkiller	PPI
Syrup	Ibuprofen	Painkiller	H1 Blocker
Syrup	Aspirin	Painkiller	PPI
Capsule	Omeprazole	Antibiotic	H1 Blocker
Injection	Metformin	Antibiotic	PPI
Injection	Cetrizine	Painkiller	Salicylate
Ointment	Cetrizine	Antibiotic	PPI
Injection	Cetrizine	Antipyretic	H1 Blocker
Syrup	Amoxicillin	Painkiller	NSAID
Tablet	Metformin	Antibiotic	Penicillin
Tablet	Aspirin	Painkiller	Salicylate
Injection	Amoxicillin	Painkiller	NSAID
Syrup	Omeprazole	Antihistamine	Penicillin
Tablet	Cetrizine	Antihistamine	PPI
Tablet	Metformin	Antacid	PPI
Capsule	Cetrizine	Antihistamine	H1 Blocker
Tablet	Paracetamol	Antibiotic	PPI
Syrup	Paracetamol	Antihistamine	Salicylate
Injection	Amoxicillin	Antihistamine	PPI
Injection	Aspirin	Antibiotic	NSAID
Capsule	Omeprazole	Antibiotic	H1 Blocker
Ointment	Metformin	Antihistamine	PPI
Injection	Cetrizine	Antihistamine	Penicillin
Injection	Omeprazole	Painkiller	Penicillin
Injection	Amoxicillin	Antibiotic	Salicylate
Capsule	Omeprazole	Antibiotic	NSAID
Capsule	Ibuprofen	Painkiller	PPI
Injection	Ibuprofen	Painkiller	H1 Blocker
Injection	Paracetamol	Antacid	PPI
Ointment	Metformin	Painkiller	H1 Blocker
Ointment	Paracetamol	Antacid	H1 Blocker
Ointment	Aspirin	Antibiotic	PPI
Syrup	Omeprazole	Antihistamine	Salicylate
Ointment	Ibuprofen	Antihistamine	PPI
Injection	Amoxicillin	Antacid	Penicillin
Injection	Aspirin	Antihistamine	H1 Blocker
Injection	Amoxicillin	Antihistamine	NSAID
Tablet	Metformin	Antipyretic	PPI
Tablet	Omeprazole	Painkiller	PPI
Injection	Omeprazole	Antibiotic	Penicillin
Injection	Paracetamol	Antihistamine	H1 Blocker
Syrup	Cetrizine	Antacid	Penicillin
Ointment	Paracetamol	Painkiller	Penicillin
Syrup	Metformin	Antihistamine	Salicylate
Injection	Cetrizine	Antipyretic	NSAID
Tablet	Paracetamol	Painkiller	Salicylate
Syrup	Metformin	Antihistamine	PPI
Capsule	Ibuprofen	Painkiller	Penicillin
Ointment	Cetrizine	Antihistamine	PPI
Ointment	Omeprazole	Antipyretic	PPI
Injection	Aspirin	Painkiller	Penicillin
Capsule	Ibuprofen	Antacid	H1 Blocker
Syrup	Metformin	Antibiotic	NSAID
Syrup	Cetrizine	Painkiller	Penicillin
Capsule	Aspirin	Painkiller	Penicillin
Syrup	Paracetamol	Antipyretic	Penicillin
Ointment	Cetrizine	Antacid	H1 Blocker
Tablet	Cetrizine	Antibiotic	NSAID
Capsule	Metformin	Antipyretic	H1 Blocker
Ointment	Aspirin	Antibiotic	NSAID
Injection	Aspirin	Antihistamine	NSAID
Syrup	Paracetamol	Antacid	PPI
Injection	Amoxicillin	Antibiotic	Salicylate
Syrup	Omeprazole	Antacid	Salicylate
Capsule	Aspirin	Antihistamine	Salicylate
Tablet	Cetrizine	Antacid	H1 Blocker
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Ibuprofen	Antacid	NSAID
Injection	Cetrizine	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antibiotic	Salicylate
Injection	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Amoxicillin	Antihistamine	Penicillin
Injection	Amoxicillin	Antihistamine	PPI
Syrup	Ibuprofen	Antihistamine	PPI
Tablet	Cetrizine	Antipyretic	NSAID
Capsule	Paracetamol	Antibiotic	Salicylate
Injection	Aspirin	Antihistamine	Penicillin
Injection	Aspirin	Painkiller	Salicylate
Capsule	Ibuprofen	Antihistamine	Salicylate
Tablet	Amoxicillin	Antacid	NSAID
Injection	Cetrizine	Painkiller	NSAID
Syrup	Omeprazole	Antipyretic	NSAID
Tablet	Metformin	Antibiotic	H1 Blocker
Capsule	Metformin	Painkiller	NSAID
Tablet	Aspirin	Antacid	NSAID
Injection	Metformin	Antibiotic	Salicylate
Syrup	Paracetamol	Antihistamine	H1 Blocker
Injection	Ibuprofen	Antipyretic	PPI
Injection	Ibuprofen	Antibiotic	H1 Blocker
Syrup	Paracetamol	Antacid	Penicillin
Injection	Metformin	Antipyretic	PPI
Ointment	Cetrizine	Painkiller	H1 Blocker
Capsule	Ibuprofen	Antacid	Penicillin
Injection	Aspirin	Antipyretic	Penicillin
Injection	Aspirin	Antacid	H1 Blocker
Tablet	Cetrizine	Painkiller	H1 Blocker
Tablet	Aspirin	Painkiller	NSAID
Injection	Amoxicillin	Antipyretic	Salicylate
Ointment	Paracetamol	Painkiller	Salicylate
Capsule	Paracetamol	Antibiotic	PPI
Capsule	Ibuprofen	Painkiller	Salicylate
Syrup	Metformin	Antihistamine	Penicillin
Tablet	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Amoxicillin	Antacid	Salicylate
Syrup	Omeprazole	Antacid	NSAID
Injection	Cetrizine	Antacid	NSAID
Capsule	Omeprazole	Painkiller	Penicillin
Tablet	Cetrizine	Antacid	H1 Blocker
Injection	Metformin	Antihistamine	NSAID
Ointment	Metformin	Antihistamine	Penicillin
Capsule	Omeprazole	Antihistamine	PPI
Ointment	Metformin	Painkiller	PPI
Tablet	Ibuprofen	Painkiller	H1 Blocker
Ointment	Ibuprofen	Painkiller	H1 Blocker
Capsule	Amoxicillin	Painkiller	Salicylate
Ointment	Amoxicillin	Painkiller	Penicillin
Capsule	Metformin	Antihistamine	PPI
Ointment	Cetrizine	Antibiotic	H1 Blocker
Capsule	Ibuprofen	Antihistamine	NSAID
Syrup	Amoxicillin	Antihistamine	Salicylate
Capsule	Metformin	Antipyretic	H1 Blocker
Capsule	Omeprazole	Antibiotic	Penicillin
Tablet	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Aspirin	Antipyretic	NSAID
Capsule	Aspirin	Antibiotic	H1 Blocker
Capsule	Aspirin	Antipyretic	Penicillin
Ointment	Amoxicillin	Antibiotic	Penicillin
Tablet	Paracetamol	Antihistamine	NSAID
Ointment	Amoxicillin	Antacid	NSAID
Capsule	Ibuprofen	Antihistamine	PPI
Ointment	Metformin	Painkiller	NSAID
Tablet	Omeprazole	Antacid	NSAID
Capsule	Amoxicillin	Antacid	NSAID
Injection	Paracetamol	Antipyretic	NSAID
Ointment	Cetrizine	Painkiller	NSAID
Syrup	Amoxicillin	Antibiotic	Penicillin
Injection	Paracetamol	Painkiller	H1 Blocker
Syrup	Omeprazole	Antibiotic	Penicillin
Injection	Ibuprofen	Antacid	H1 Blocker
Ointment	Ibuprofen	Antibiotic	Penicillin
Ointment	Cetrizine	Antipyretic	Salicylate
Ointment	Metformin	Antihistamine	H1 Blocker
Ointment	Omeprazole	Antihistamine	Penicillin
Syrup	Ibuprofen	Painkiller	Salicylate
Capsule	Metformin	Antacid	Penicillin
Ointment	Aspirin	Painkiller	PPI
Capsule	Amoxicillin	Antacid	H1 Blocker
Syrup	Omeprazole	Painkiller	Salicylate
Syrup	Cetrizine	Antipyretic	H1 Blocker
Injection	Aspirin	Antihistamine	Penicillin
Tablet	Amoxicillin	Antihistamine	Salicylate
Ointment	Ibuprofen	Antihistamine	H1 Blocker
Injection	Paracetamol	Antacid	Penicillin
Injection	Cetrizine	Painkiller	Salicylate
Tablet	Paracetamol	Antipyretic	H1 Blocker
Capsule	Aspirin	Antacid	H1 Blocker
Capsule	Paracetamol	Antibiotic	NSAID
Syrup	Cetrizine	Antacid	NSAID
Ointment	Metformin	Painkiller	NSAID
Syrup	Amoxicillin	Antibiotic	NSAID
Injection	Omeprazole	Antipyretic	PPI
Tablet	Ibuprofen	Antihistamine	PPI
Injection	Amoxicillin	Painkiller	Penicillin
Ointment	Cetrizine	Antibiotic	H1 Blocker
Syrup	Metformin	Painkiller	Penicillin
Tablet	Aspirin	Antibiotic	Salicylate
Ointment	Aspirin	Antipyretic	NSAID
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Cetrizine	Antipyretic	H1 Blocker
Ointment	Aspirin	Antibiotic	H1 Blocker
Tablet	Amoxicillin	Antibiotic	PPI
Injection	Metformin	Antacid	H1 Blocker
Injection	Amoxicillin	Antihistamine	NSAID
Injection	Amoxicillin	Antacid	PPI
Syrup	Aspirin	Antacid	Penicillin
Ointment	Omeprazole	Antibiotic	H1 Blocker
Syrup	Omeprazole	Antihistamine	PPI
Injection	Amoxicillin	Antipyretic	Penicillin
Capsule	Ibuprofen	Antacid	Salicylate
Capsule	Cetrizine	Antibiotic	PPI
Syrup	Cetrizine	Antipyretic	PPI
Injection	Cetrizine	Antacid	Penicillin
Ointment	Metformin	Antihistamine	Penicillin
Syrup	Cetrizine	Painkiller	PPI
Ointment	Metformin	Antihistamine	Penicillin
Capsule	Aspirin	Antacid	PPI
Ointment	Metformin	Antibiotic	NSAID
Capsule	Ibuprofen	Painkiller	PPI
Ointment	Amoxicillin	Antacid	NSAID
Injection	Cetrizine	Antibiotic	Salicylate
Ointment	Paracetamol	Painkiller	Penicillin
Tablet	Ibuprofen	Antibiotic	NSAID
Capsule	Metformin	Antacid	H1 Blocker
Injection	Ibuprofen	Antacid	PPI
Syrup	Paracetamol	Antihistamine	Salicylate
Ointment	Amoxicillin	Antacid	NSAID
Tablet	Cetrizine	Antipyretic	Penicillin
Tablet	Aspirin	Antipyretic	NSAID
Ointment	Omeprazole	Painkiller	PPI
Injection	Amoxicillin	Antipyretic	Penicillin
Syrup	Paracetamol	Antihistamine	Salicylate
Syrup	Metformin	Painkiller	NSAID
Tablet	Aspirin	Antibiotic	Penicillin
Injection	Amoxicillin	Painkiller	Salicylate
Ointment	Metformin	Antihistamine	Salicylate
Ointment	Aspirin	Painkiller	H1 Blocker
Tablet	Paracetamol	Antacid	PPI
Capsule	Omeprazole	Painkiller	Penicillin
Capsule	Cetrizine	Antacid	Salicylate
Injection	Metformin	Antacid	Penicillin
